GUID	Date (GMT)	URL	Contents	Author	Name	Country	State/Region	City/Urban Area	Category	Emotion	Source	Gender	Posts	Followers	Following	Influence Score	Post Title	Post Type	Image URL	Brand
1125449922130714624		http://twitter.com/lindsayaellis/status/1125449922130714624	"b'devos, on #operationvarsityblues at #ewa19: it underscores what many people feel  the system is not fair."" fwiw, that goes farther than a lot of elite college admissions deans on what the scandal says about their world.  .'"	@lindsayaellis	Lindsay Ellis	United States of America	District of Columbia	Washington, D.C.	Neutral	Sadness	Twitter	F					"DeVos, on #operationvarsityblues at #ewa19: “It underscores what many people feel – the system is not fair."" FWIW, that goes farther than a lot of elite college admissions deans on what the scandal says about their world. https://t.co/jg2MfirK3I."	Tweet		
1125388402860290048		http://twitter.com/bobmackin/status/1125388402860290048	"b""rt @thebreakernews bc liberal donor david sidoo is charged in the you.s. college admissions scandal. his company now includes the ex-rcmp officer who was once christy clark's minister of universities. #bcpoli #bced #operationvarsityblues #vanre"""	@bobmackin	Bob Mackin	Canada	British Columbia	Vancouver	Neutral	Neutral	Twitter	M					RT @theBreakerNews 🚨BC Liberal donor David Sidoo is charged in the U.S. college admissions scandal. His company now includes the ex-RCMP officer who was once Christy Clark's minister of universities. #bcpoli #bced #OperationVarsityBlues #vanRE https://t.co/TeXSnYezuU	Retweet		
1125222855510093824		http://twitter.com/LilacFire/status/1125222855510093824	"b""rt @thebreakernews bc liberal donor david sidoo is charged in the you.s. college admissions scandal. his company now includes the ex-rcmp officer who was once christy clark's minister of universities. #bcpoli #bced #operationvarsityblues #vanre"""	@LilacFire	LilacFire	Canada	British Columbia		Neutral	Neutral	Twitter						RT @theBreakerNews 🚨BC Liberal donor David Sidoo is charged in the U.S. college admissions scandal. His company now includes the ex-RCMP officer who was once Christy Clark's minister of universities. #bcpoli #bced #OperationVarsityBlues #vanRE https://t.co/TeXSnYezuU	Retweet		
1125451033273077763		http://twitter.com/chronicle/status/1125451033273077763	"b'rt @lindsayaellis devos, on #operationvarsityblues at #ewa19: it underscores what many people feel  the system is not fair."" fwiw, that goes farther than a lot of elite college admissions deans on what the scandal says about their world.  .'"	@chronicle	The Chronicle of Higher Education	United States of America	District of Columbia	Washington, D.C.	Neutral	Neutral	Twitter						"RT @lindsayaellis DeVos, on #operationvarsityblues at #ewa19: “It underscores what many people feel – the system is not fair."" FWIW, that goes farther than a lot of elite college admissions deans on what the scandal says about their world. https://t.co/jg2MfirK3I."	Retweet		
1125378891923767297		http://twitter.com/tankkapotamus/status/1125378891923767297	b'i know there is mad shit going on, but let us not forget #operationvarsityblues, & the 34 parents involved who cheated lesser fortunate kids out of a chance at attending college.'	@tankkapotamus	ϟ Tank the Frank ϟ	United States of America	Massachusetts		Negative	Sadness	Twitter	M					I know there's mad shit going on, but let's not forget #OperationVarsityBlues, & the 34 parents involved who cheated lesser fortunate kids out of a chance at attending college.	Tweet		
1125449886445572097		http://twitter.com/KelleherMaureen/status/1125449886445572097	b'.@ericalg higher ed question--a lot of the discussion about accountability has been about the for-profit sector, but we find non-profit institutions embroiled in their own scandals. how is #operationvarsityblues affecting accountability conversations within the department? #ewa19'	@KelleherMaureen	Maureen Kelleher	United States of America	Illinois	Chicago	Neutral	Sadness	Twitter	F					.@EricaLG higher ed question--a lot of the discussion about accountability has been about the for-profit sector, but we find non-profit institutions embroiled in their own scandals. How is #OperationVarsityBlues affecting accountability conversations within the Department? #EWA19	Tweet		
1125450449778294785		http://twitter.com/brittanybritto/status/1125450449778294785	"b'rt @lindsayaellis devos, on #operationvarsityblues at #ewa19: it underscores what many people feel  the system is not fair."" fwiw, that goes farther than a lot of elite college admissions deans on what the scandal says about their world.  .'"	@brittanybritto	Brittany Britto	United States of America	Texas	Houston	Neutral	Neutral	Twitter	F					"RT @lindsayaellis DeVos, on #operationvarsityblues at #ewa19: “It underscores what many people feel – the system is not fair."" FWIW, that goes farther than a lot of elite college admissions deans on what the scandal says about their world. https://t.co/jg2MfirK3I."	Retweet		
1125297341299171328		http://twitter.com/saysLaughing/status/1125297341299171328	b'rt @sayslaughing @speakerpelosi  how exactly did your aide ivanna voronovych, of the ukraine political network get into michigan? chris steele-you know-fake dossier author explained it this way to the new yorker: cc: @fbi #operationvarsityblues #operationvarsityblues2 cc: @realdonaldtrump'	@saysLaughing	Kristine	United States of America	California	Los Angeles	Neutral	Neutral	Twitter	F					RT @saysLaughing @SpeakerPelosi ❗️ How EXACTLY did your aide Ivanna Voronovych, of the Ukraine political network get into Michigan? Chris Steele-you know-fake dossier author explained it this way to The New Yorker: cc: @FBI  #OperationVarsityBlues #OperationVarsityBlues2 cc: @realDonaldTrump https://t.co/asOLZPR9KZ	Retweet		
1125434435552272385		http://twitter.com/TakeDownFarley/status/1125434435552272385	b'@roncoleman @davidhogg111 would not be surprised if this little twerp was involved in #operationvarsityblues'	@TakeDownFarley	GNP				Neutral	Surprise	Twitter						@RonColeman @davidhogg111 Wouldn’t be surprised if this little twerp was involved in #OperationVarsityBlues	Reply		
1125454693608693764		http://twitter.com/EmmaJanePettit/status/1125454693608693764	"b'rt @lindsayaellis devos, on #operationvarsityblues at #ewa19: it underscores what many people feel  the system is not fair."" fwiw, that goes farther than a lot of elite college admissions deans on what the scandal says about their world.  .'"	@EmmaJanePettit	Emma Pettit				Neutral	Neutral	Twitter	F					"RT @lindsayaellis DeVos, on #operationvarsityblues at #ewa19: “It underscores what many people feel – the system is not fair."" FWIW, that goes farther than a lot of elite college admissions deans on what the scandal says about their world. https://t.co/jg2MfirK3I."	Retweet		
1125404357804081153		http://twitter.com/kathy_216/status/1125404357804081153	b'rt @tankkapotamus i know there is mad shit going on, but let us not forget #operationvarsityblues, & the 34 parents involved who cheated lesser fortunate kids out of a chance at attending college.'	@kathy_216	Kathy 🦁	United States of America	Florida	Orlando	Negative	Sadness	Twitter	F					RT @tankkapotamus I know there's mad shit going on, but let's not forget #OperationVarsityBlues, & the 34 parents involved who cheated lesser fortunate kids out of a chance at attending college.	Retweet		
1125450065693298688		http://twitter.com/EdCitizen/status/1125450065693298688	"b'rt @lindsayaellis devos, on #operationvarsityblues at #ewa19: it underscores what many people feel  the system is not fair."" fwiw, that goes farther than a lot of elite college admissions deans on what the scandal says about their world.  .'"	@EdCitizen	Citizen Ed				Neutral	Neutral	Twitter						"RT @lindsayaellis DeVos, on #operationvarsityblues at #ewa19: “It underscores what many people feel – the system is not fair."" FWIW, that goes farther than a lot of elite college admissions deans on what the scandal says about their world. https://t.co/jg2MfirK3I."	Retweet		
